,text,user_location,location,Lat,Lon
26411,So we need proof to impeach trump. But we’re supposed to listen to trump spew unsubstantiated bs about voter fraud?… https://t.co/p83g9wgTCf,"North Carolina, USA","North Carolina, United States",35.6729639,-79.0392919
48209,"If you have Nazis marching alongside of you on behalf of your political party, maybe it's time to take a deeper loo… https://t.co/xPqjZlxDFb","Denver, CO","Denver, Calle 16, Yopal, Casanare, Orinoquia, 850001, Colombia",5.3428475,-72.3959849
130016,"@Jim_Jordan Unfortunately for you, we see right through you. #ImpeachmentDay","Florida, USA","Florida, United States",27.7567667,-81.4639835
5509,RT @red4_13: Donald got more impeachments than terms 😂😂 #ImpeachmentDay https://t.co/k3fXHndDPE,🐺☕🌲🛫Seattle 🛫🌲☕🐺 USA,"Seattle, King County, Washington, United States",47.6038321,-122.3300624
55184,'Debate' means...a discussion. Why am I watching statements being read? Wheres the debate?#ImpeachmentDay,uk,United Kingdom,54.7023545,-3.2765753
31091,"@SteveScalise we've already heard that Lincoln quote today, try an original argument.
#impeachment #ImpeachmentDay… https://t.co/Z5U5ukR1cA","Pennsylvania, USA","Pennsylvania, United States",40.9699889,-77.7278831
9746,"RT @grantstern: It's official: 

President Trump just became the only President to be impeached twice, this time on one article of inciteme…","California, USA","California, United States",36.7014631,-118.755997
122956,Today is #ImpeachmentDay. It's time for this dangerous president to be removed from office.,Stati Uniti (in 3 years),"1, New Years Street, Oliver, North Union Township, Fayette County, Pennsylvania, 15401, United States",39.923096,-79.718881
83836,"Debbie Lesko, the point is that we NEVER want him to hold office EVER again for all the hurt, pain, and violence th… https://t.co/K1u9IeOtRN",United States,United States,39.7837304,-100.4458825
55458,"RT @acutetroll20: not this man lowering his mask to sneeze 🤧😳
#impeachmentday https://t.co/PtAsyii344",RVA,"RVA, Bipemba, Ville de Mbujimayi, Kasaï-Oriental, République démocratique du Congo",-6.11436025,23.55997149113379
78321,"RT @hotmerchs: Trump is the face of FAILURE. 
order now. 
https://t.co/FtPQBFNKG9

#ImpeachmentDay
#DST108 https://t.co/B04G8dCUYH","New Orleans, LA","New Orleans, Orleans Parish, Louisiana, United States",29.9499323,-90.0701156
105523,"RT @FredTJoseph: Had the people sworn to protect this country removed Donald Trump when he was impeached the first time, we wouldn’t be in…",United States,United States,39.7837304,-100.4458825
121098,"The mob, terrorist &amp; thug who killed the policeman by a fire extinguisher

#CapitolRiot
#ImpeachmentDay… https://t.co/M23RQAqUqn",Earth 🌎,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
12981,"RT @BorisJohnson_MP: Member of Congress demonstrating why the US has 392,000 deaths. 
#ImpeachmentDay https://t.co/7XBOi01BPu","San Antonio, TX","San Antonio, Bexar County, Texas, United States",29.4246002,-98.4951405
25696,Watching #ImpeachmentDay action live. This cheeto needs to be erased from America's history if they have any chance… https://t.co/SbLp97n24u,"Toronto, ON","Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
71802,"RT @thehill: Rep. Jerry Nadler: ""Racism played a direct role in this incitement."" #ImpeachmentDay https://t.co/4UBbkNcqFe","Austin, TX","Austin, Travis County, Texas, United States",30.2711286,-97.7436995
94130,"RT @MeidasTouch: Trump is not only a terrorist, he is also disgusting and creepy. He must face the full weight of the law for all of his cr…","Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
5524,"RT @TomWoulfe2: Why are we rushing, that’s what the republicans are asking. These idiots have short memories #ImpeachmentDay https://t.co/b…","Houston, TX","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
65836,RT @bannerite: #ImpeachmentDay We are now at the part where they try to justify Trump and his supporters sedition by pointing to examples o…,Florida  ,"Florida, United States",27.7567667,-81.4639835
59226,"RT @thehill: Rep. Joaquin Castro: ""Donald Trump is the most dangerous man to ever occupy the Oval Office."" #ImpeachmentDay https://t.co/sIy…","New York, USA","New York, United States",40.7127281,-74.0060152
93952,"RT @reddpdperbaby: This is one AMAZING follow. Check them out. I highly recommend
@horwitzpolitics!
@JohnnyBlkshrt
@suzy_swears
@snarkgrape…","Ogden, UT","Ogden, Weber County, Utah, United States",41.2230048,-111.9738429
85835,"#ImpeachmentDay ""You won, Biden will be be president, so why bother now?! It's setting a precedent!!! This is dange… https://t.co/RS84KObvYz",The Netherlands,Nederland,52.5001698,5.7480821
97384,"RT @TheDemCoalition: Don't believe the Republicans' whataboutism begging for unity.

America doesn't need unity with seditionists.

#Impeac…","North Carolina, USA","North Carolina, United States",35.6729639,-79.0392919
33692,"RT @leftyhandles: Every Republican is stuttering when they try to list Trump's accomplishments, b/c they can't remember any. #ImpeachmentDa…","Daytona Beach, FL","Daytona Beach, Volusia County, Florida, United States",29.2108147,-81.0228331
94187,"RT @WiseCherish: This is necessary today in America because of a Nazi attack, in part, orchestrated by members of our own government. Never…","Berlin, Germany","Berlin, 10117, Deutschland",52.5170365,13.3888599
80421,Maybe Democrats boycotted Trump's inauguration because they knew from day 1 what a danger to this country he was. B… https://t.co/gC911uWVi1,"Providence, RI","Providence, Providence County, Rhode Island, United States",41.8239891,-71.4128343
73261,Damn how much time did they yield him?  #ImpeachmentDay https://t.co/T05I0AegWc,United States,United States,39.7837304,-100.4458825
62406,"RT @thehill: Rep. Cedric Richmond makes last floor speech calling for President Trump's impeachment: ""We said if we didn't remove him, he w…","Louisville, KY","Louisville, Jefferson County, Kentucky, United States",38.2542376,-85.759407
129149,RT @RysaWalker: I'm more than ready.  #ImpeachmentDay https://t.co/Sor4gPBTtf,United States,United States,39.7837304,-100.4458825
120748,"RT @DeanObeidallah: It's the annual #ImpeachmentDay for Donald Trump. Last year we had the impeachment trial at this very time.

Next up ho…","Ohio, USA","Ohio, United States",40.2253569,-82.6881395
86442,@richard_littler I think you're being a little unfair on sewers in using this comparison. #ImpeachmentDay,Whitley Bay,"Whitley Bay, North Tyneside, North East England, England, NE26 2TT, United Kingdom",55.0422091,-1.4454353
16694,"#ImpeachmentDay
Congress doesn't have time to deal with getting people that really need the help more stimulus mone… https://t.co/Xc0iJ1HlX6",Sacramento ,"Sacramento, Sacramento County, California, United States",38.5810606,-121.4938951
102016,RT @David_Leavitt: Notice how the Republicans who’re throwing a conniption fit over the effort to #ImpeachTrump are the same hypocritical a…,"Washington, USA","Washington, District of Columbia, United States",38.8950368,-77.0365427
66247,Anyone ever play “Silent Football”? Listening to them talk reminds me of that. #ImpeachmentDay,"Cincinnati, OH","Cincinnati, Hamilton County, Ohio, United States",39.1014537,-84.5124602
26756,RT @BenjaminGiacone: It's almost like you can tell a Republican from a Democrat just by looking how poorly they are wearing their masks...…,"Moxee, WA","Moxee, Yakima County, Washington, United States",46.563685,-120.39567402601762
85774,"Video editing service from experts 
https://t.co/sfeKblRUJl

#ImpeachmentDay  #ForeverPhysical #JimJordan… https://t.co/Lxulag2HiS","Dhaka,Bangladesh","ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",23.810651,90.4126466
128557,"RT @TheDemCoalition: #ImpeachmentDay is so nice, Trump demanded it twice.",Florida,"Florida, United States",27.7567667,-81.4639835
111275,@LA_SassyPants There has to be Trump DNA in Stephen Miller’s closet. #ImpeachmentDay #ImpeachTrump,"Rochester, NY","Rochester, Monroe County, New York, United States",43.157285,-77.615214
67708,"Again with no debate...said during debate
Republicans only lie.
#ImpeachmentDay",Minneapolis,"Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
52691,"U.S. @RepBarbaraLee: ""This heinous act of domestic terrorism demands that Congress act to remove"" President Donald… https://t.co/b0y5j3HY52","Sacramento, CA","Sacramento, Sacramento County, California, United States",38.5810606,-121.4938951
43978,"RT @Triquiuela5: Fantastic cover of ""the new european""
#ImpeachmentDay #AmericaOrTrump 
CENSORED
Jim Jordan https://t.co/X6LZSVVTX0","Windsor, CA","Windsor, Southwestern Ontario, Ontario, N9A 3A8, Canada",42.317099,-83.0353434
70612,#ImpeachmentDay Just a reminder that Trump told his supporters to march to the capital and “fight for me “. You don… https://t.co/FK2Pjp7liD,Indiana,"Indiana, United States",40.3270127,-86.1746933
68447,@RepSteveChabot you want witnesses to testify? You have an entire chamber of witnesses who were threatened last wee… https://t.co/CfS15FVeWd,"Alexandria, VA","الإسكندرية, محافظة الإسكندرية, 21519, مصر",31.199004,29.894378
118956,"RT @thehill: Rep. Jim McGovern: ""We all want to talk about unity? I can't think of anything that would unify this country if there was a bi…",Neverland,"Neverland, Carmel-by-the-Sea, Monterey County, California, 93921, United States",36.5483056,-121.9197466
22806,"@GOP are a heinous #DomesticTerrorist Klan...#SHAMEONYOU #WhiteSupremacists #DemocracyMatters 

Cowards created thi… https://t.co/q57JdnFiGn",United States,United States,39.7837304,-100.4458825
33644,"RT @TalbertSwan: First, Trump spiritual advisor Paula White, called on African angels to help Trump win the election. Now, Republicans want…",Jamaica Queens,"Jamaica, Queens, Queens County, New York, 11435, United States",40.6914852,-73.8056771
56907,"RT @byeagle37: I'll send $15 to ONE person in 90 minutes. Follow me &amp; RT 💜

**PayPal ONLY** #ImpeachmentDay 

**Check out my pinned tweet**","Mirpur Khas, Pakistan","ميرپورخاص, سنڌ, پاکستان",25.5262817,69.0110617
59607,Ohio afraid to talk  #ImpeachmentDay,6 Feet Under,"Cowd Feet Club (Lancashire Ward No2 Conservative Club), 28, Stamford Street, Cocker Hill, Stalybridge, Tameside, Greater Manchester, North West England, England, SK15 1JZ, United Kingdom",53.484629350000006,-2.056535050000007
115521,"RT @ChrisJZullo: Never forget why
#ImpeachmentDay 

Tax Scam Bill
Net Neutrality
Trade Wars
Pre-Existing Conditions
SCOTUS
Russia
Gun Sense…","Iowa, USA","Iowa, United States",41.9216734,-93.3122705
76731,How many traitorous GOP members of the House are going to blame the Dems for the storming of the Capitol?… https://t.co/NGbvl2uAMh,"New York, NY","New York, United States",40.7127281,-74.0060152
104256,RT @NomDeGuerre333: I love that #ImpeachmentDay actually matters this time because McConnell and the other GOP elite are completely done wi…,Phoenixville PA,"Phoenixville, Chester County, Pennsylvania, 19460, United States",40.1303822,-75.5149128
124172,"I👏still 👏don't👏 get👏 how👏 they 👏built 👏the👏 gallows 👏on👏 Federal👏 land 👏and 👏got👏 away👏 with 👏it.👏

Those fucks wer… https://t.co/f50bpxz7ec",Pangaea,"Pangaea, 3, Roebuck Avenue, Mount Merrion, Stillorgan-Mount Merrion ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 AN81, Éire / Ireland",53.2995509,-6.206958658944954
80244,"RT @EarlOfEnough: 📌On this #ImpeachmentDay, I'd like to know RIGHT NOW now why Reps. Andy Biggs (Ariz.), Mo Brooks (Ala.) and Paul A. Gosar…",Alberta Canada,"Alberta, Canada",55.001251,-115.002136
53861,"RT @taradublinrocks: If we're the ""greatest country ever"", why can't we get Jim Jordan locked up for the rest of his miserable treasonous s…","Puebla, México","Puebla, México",18.833333,-98.0
37508,@AngelaBelcamino Hell yes! #ImpeachmentDay,"Leiden, Nederland","Leiden, Zuid-Holland, Nederland",52.1518157,4.4811088666204295
2827,Donald Trump has more impeachments than anyone else. He's winning that race by a lot. Bigly. A landslide. #ImpeachmentDay #TrumpImpeachment,East Sussex,"East Sussex, South East, England, United Kingdom",50.9404266,0.3699977891068864
64220,I can't tell if I'm listening to Republicans argue against impeachment or if I'm reading the comment section of a F… https://t.co/9er8gWebvV,"Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.3300624
128608,RT @adenolaadewale3: Me opening the door for Nancy Pelosi to impeach that Mf #ImpeachmentDay https://t.co/Oy9iEMzgJE,"California, USA","California, United States",36.7014631,-118.755997
99535,"RT @mmpadellan: Today is #ImpeachmentDay.

May the votes to impeach trump be many and swift. He remains a clear and present danger to Ameri…",Florida,"Florida, United States",27.7567667,-81.4639835
79497,RT @taradublinrocks: Jamie Raskin lost his son to suicide on New Year’s Eve and is standing in the House right now fighting for democracy.…,"Miami, FL","Miami, Miami-Dade County, Florida, United States",25.7741728,-80.19362
105829,"RT @2or34Christ: A President who will ask an election official to ""recalculate votes"" is guilty of withholding national funds to bribe Ukra…",United States,United States,39.7837304,-100.4458825
110683,"RT @DrDenaGrayson: 🇺🇸Good morning, patriots! Today is the day that Donald Trump will go down in history as the only @POTUS to be impeached…", Eastern Canada,"Canada, V&G Subdivision, Barangay 109-A, Tacloban, Leyte, Eastern Visayas, 6500, Philippines",11.2021671,125.0002607
123408,RT @LarrySabato: Donald Trump richly deserves his distinction as the only President ever impeached twice. It’s a message to future generati…,"North Carolina, USA","North Carolina, United States",35.6729639,-79.0392919
44963,"RT @MaryAnneTrump3: You can always tell which party the speakers are from.  The lower the mask, the lower their integrity... #ImpeachmentDa…","Alberta, Canada","Alberta, Canada",55.001251,-115.002136
102945,"One final fuck you from the #GOPSedition

#ImpeachmentDay","Nowhere, USA","Nowhere, Franklin County, Kansas, United States",38.7311123,-95.2414104
