,text,user_location,location,Lat,Lon
82734,"How is ""he's leaving soon, so why hold him accountable"" an actual defense? If I rob a convenience store I can't say… https://t.co/P1sNefrxOx",R'lyeh,"R'lyeh, Les Amballes, Saint Peter Port, Guernsey, GY1, Guernsey",49.46468355,-2.538312237751776
17297,With impeachment 2.0 the Democrats are turning Trump into a martyr for his 74 million strong base. I won't be surpr… https://t.co/XiWVZt9lWw,Chicago,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
12221,"RT @thehill: Rep. Maxine Waters: ""[Trump] is capable of starting a civil war."" #impeachmentday https://t.co/MCZ4DkcrUl","New Jersey, USA","New Jersey, United States",40.0757384,-74.4041622
125167,I must admit I need a punk song while waiting for the results of #ImpeachmentDay #NewMusic #punk @thehubcitypunks… https://t.co/o5f0KrgUKG,"Hagerstown, MD","Hagerstown, Washington County, Maryland, United States",39.6419219,-77.7202641
96375,"RT @HuffmanForNC: This petition needs 10,000 signatures. We are halfway there.
Expel 7 NC Republicans who supported Sedition. They lied. Si…",USA,United States,39.7837304,-100.4458825
11605,"RT @AonAbbasBaloch: End of all debates!!
#ImpeachmentDay #AmericaOrTrump https://t.co/9MsACO1cus",United Kingdom ,United Kingdom,54.7023545,-3.2765753
1194,"RT @SteveHofstetter: BREAKING from #ImpeachmentDay: House GOP leader Kevin McCarthy says Trump ""bears responsibility"" for the attempted cou…","California, USA","California, United States",36.7014631,-118.755997
6725,"Rep. Cedric Richmond made last floor speech calling for President Trump's impeachment: ""We said if we didn't remove… https://t.co/1PZBuok8af","Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
73947,RT @BannonRace: Rep. Debbie Lesko supports an attempted overthrow of democracy. She is vile. #ImpeachmentDay,"Red Deer, Alberta","City of Red Deer, Alberta, Canada",52.2697395,-113.8181766
84068,"If I here “unity” one more time today, I’m gonna puke. #ImpeachmentDay","Florida, USA","Florida, United States",27.7567667,-81.4639835
41600,"Remembering again 

#ImpeachmentDay https://t.co/kgf3sh7B08",Planet Earth,"Planet Earth, SR 14, Edinburg, Edinburg Township, Portage County, Ohio, 44412, United States",41.1018669,-81.1515962
122792,"RT @FredTJoseph: Had the people sworn to protect this country removed Donald Trump when he was impeached the first time, we wouldn’t be in…","Iowa, USA","Iowa, United States",41.9216734,-93.3122705
79529,Here's my OpEd today in @SacNewsReview about local incendiary language. My examples about similar language in… https://t.co/O8LNdJmyRo,"Sacramento, Calif.","Sacramento, Sacramento County, California, United States",38.5810606,-121.4938951
60618,"RT @MeidasTouch: Trump is not only a terrorist, he is also disgusting and creepy. He must face the full weight of the law for all of his cr…",World,"العالم, دبي, الإمارات العربية المتحدة",25.2528888,55.17696777178696
84524,Richmond out! Hahaha That is awesome. #ImpeachmentDay,"Baton Rouge, LA","Baton Rouge, East Baton Rouge Parish, Louisiana, United States",30.4459596,-91.18738
84542,"When your arguement against impeachment is ""there is so little time before he leaves office"", you have a shitty argument! #ImpeachmentDay","Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.3300624
110972,I mean...it's hard to argue that you oppose how the Dems are rushing #ImpeachmentDay when the Republicans aren't ev… https://t.co/KCCnnZhZTf,"Washington, DC","Washington, District of Columbia, United States",38.8950368,-77.0365427
89340,"RT @grantstern: #ImpeachmentDay is just the tip of the iceberg.

""We will bring the rioters to justice,"" says House Judiciary Chairman @Jer…","Vancouver, BC","Vancouver, District of North Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.1139529
39261,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay",new mexico,"New Mexico, United States",34.5708167,-105.993007
101211,"It's #ImpeachmentDay...again. Donald Trump: the first President to be impeached twice.

He needs to be impeached and removed.","Washington, USA","Washington, District of Columbia, United States",38.8950368,-77.0365427
19506,RT @Siyavashizadi: You can tell who's against the impeachment just by the way they wear their masks #ImpeachmentDay https://t.co/smnVG4vS8n,"Lonely Town, USA","Lonely Lane, Orchard Grove, Town of Farmington, Washington County, Wisconsin, 53040, United States",43.4935736,-88.1394597
115628,Since Trump likes superlatives so much... he will always be “the best” at getting impeached. “No one else has ever… https://t.co/cS8D6i3M7C,Northern Kentucky,"Northern, Floyd County, Kentucky, 41622, United States",37.5078766,-82.8154387
116705,"RT @JadedOldJoe: Remember, if Mike Pence sees his shadow, we got one more week of Trump. #ImpeachmentDay","Kailua-Kona, HI","Kailua-Kona, Hawaiʻi County, Hawaii, 96840, United States",19.641941,-155.996933
60029,"Short, sweet and straight to the point!
#ImpeachmentDay #ImpeachTrump",East Coast ,"East Coast, Southeast, 459108, Singapore",1.3104654,103.9235132
33038,"RT @SteveHofstetter: BREAKING from #ImpeachmentDay: House GOP leader Kevin McCarthy says Trump ""bears responsibility"" for the attempted cou…","Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
10234,"RT @BorisJohnson_MP: Member of Congress demonstrating why the US has 392,000 deaths. 
#ImpeachmentDay https://t.co/7XBOi01BPu",u-jean,Italia,42.6384261,12.674297
36658,"RT @thehill: Rep. Maxine Waters: ""[Trump] is capable of starting a civil war."" #impeachmentday https://t.co/MCZ4DkcrUl","Detroit, MI","Detroit, Wayne County, Michigan, United States",42.3315509,-83.0466403
38735,@RepHarshbarger you should be ashamed of yourself..what a shame...WHAT A SHAME!. #ImpeachmentDay #ImpeachTrump https://t.co/Z2pKdcCUco,"New York, NY","New York, United States",40.7127281,-74.0060152
81259,@JeffreyGuterman @DaniellaMicaela On this day we look at this in ah. President’s Trump horrible leadership has redu… https://t.co/DM9hpG4rdv,"San Leandro, CA","San Leandro, Alameda County, California, United States",37.7249296,-122.1560768
4938,"RT @MajorFactor2: IMPEACHED, FOR THE SECOND, AND FINAL TIME. That is all, Folks! #ImpeachmentDay","California, USA","California, United States",36.7014631,-118.755997
85406,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay","Colorado, USA","Colorado, United States",38.7251776,-105.607716
117971,Question why does everyone in the House of Representatives yell? #ImpeachmentDay,New York,"New York, United States",40.7127281,-74.0060152
67972,If one more republican whine about  Democrats rushing through the 2 impeachment..imma just #ImpeachmentDay https://t.co/KyP4x9YLey,"Rhode Island, USA","Rhode Island, United States",41.7962409,-71.5992372
68659,I hate the #WhatAboutism some Republicans are using during the Trump #ArticleOfImpeachment House Debate!  Good grie… https://t.co/KLP4E2bP16,Northern Virginia,"Virginia, Litchfield Municipality, Northern Territory, Australia",-12.544455500000002,131.0183706011867
103479,"RT @funder: Let’s see how many retweets we can get on this. Ready, go! #ImpeachmentDay","Los Angeles, CA ","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
6279,"RT @Pappiness: The Republicans end the debate with Steve Scalise, a man who was an honored guest at a white supremacist convention. 

Case…","Brisbane, Queensland","Brisbane City, Queensland, Australia",-27.4689682,153.0234991
89057,"See local 🤡 and Colorado disgrace Lauren Boebert is in the House, ready to scream into the microphone when it’s her… https://t.co/arlzNdAFtp","Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
94833,"RT @RBReich: He incited an attempted coup last Wednesday. Today the House must impeach him. By Friday, the Senate must convict him. He must…",Chicagoland,"Chicagoland Speedway, West Schweizer Road, CenterPoint Intermodal Center - Joliet, IL, Joliet, Will County, Illinois, 60433, United States",41.47441105,-88.05876255177395
126301,@kylegriffin1 It must happen! #ImpeachmentDay,"Baltimore, MD","Baltimore, Maryland, United States",39.2908816,-76.610759
14028,RT @fightfor15: BREAKING: U.S. House passes bi-partisan impeachment resolution against Donald Trump. making Trump the only President to be…,"Pretoria, South Africa","Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa",-25.7459374,28.1879444
50992,I like that nice little reverb effect they put on the microphone just as the speaker’s time runs out #ImpeachmentDay,Lincolnshire,"Lincolnshire, England, United Kingdom",53.1823034,-0.2031208542548153
8792,"RT @grantstern: It's official: 

President Trump just became the only President to be impeached twice, this time on one article of inciteme…",The Netherlands,Nederland,52.5001698,5.7480821
128724,"RT @tomiahonen: A rapist, a racist, and a terrorist walk into a bar. The bartender asks, ""What are you having Mr Trump?""

#ImpeachmentDay",USA,United States,39.7837304,-100.4458825
35946,RT @IGIF_: Still waiting. #ImpeachmentDay #ImpeachTrump https://t.co/bRKJjoXtmR,southern california,"University of Southern California, Shrine Place, University Park, Los Angeles, Los Angeles County, California, 90007, United States",34.0218833,-118.28586726915088
44237,"In the midst of impeachment hearings, President Trump has released a statement asking that there be no further acts… https://t.co/GKsPxHgkoK","Savannah, GA","Ga, Savannah Region, Ghana",9.7568312,-2.4962
29148,"RT @HeavyOnDaBlack: #ImpeachmentDay If YOU CANNOT REMOVE A PRESIDENT FOR TRYING TO OVERTHROW GOVERNMENT, THEN WTF CAN YOU REMOVE A PRESIDEN…","Birmingham, AL","AL, Shirley Road, Acocks Green, Fox Hollies, Birmingham, West Midlands Combined Authority, West Midlands, England, B27, United Kingdom",52.4459629,-1.8237251
23111,"@RepAGonzalez @ryanstruyk Thank you! Tough decision, but 100% the correct decision.

Psssst, @RepHartzler 

#ImpeachmentDay",The Show-Me State,"Rock Show, Cuauhtémoc, Ciudad de México, México",19.43687465,-99.14667507660015
65288,Grateful for you especially on a day like today @CoriBush! Thank you for speaking truth to power 💪🏻 #ImpeachmentDay,"Clawson, MI","Clawson, Oakland County, Michigan, 48017, United States",42.5333682,-83.1463166
96311,"RT @bannerite: #ImpeachmentDay Last year, GOP had the chance to remove the cancer. Instead, they let it grow and infect more people! Will t…","Philadelphia, PA","Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
82500,What the @GOP does not seem to understand is that this impeachment is their making. They enableTrump to lead his su… https://t.co/CQse5hKXhe,"New York, USA","New York, United States",40.7127281,-74.0060152
98753,"@SpeakerPelosi doesn't have double standards, she has no standards. #ImpeachmentDay https://t.co/kaMPiCbz6K",United Kingdom,United Kingdom,54.7023545,-3.2765753
122394,"RT @FredTJoseph: Had the people sworn to protect this country removed Donald Trump when he was impeached the first time, we wouldn’t be in…",New England,"New England, United States",44.206320250000005,-70.75285615991497
22297,"So, Kamala Harris won't be the first woman vice president?

#ImpeachmentDay https://t.co/QBvV5dzNjZ","New Hampshire, USA","New Hampshire, United States",43.4849133,-71.6553992
76108,"RT @kirkacevedo: Matt Gaetz is the worst seditious big headed bitch of a human on this entire planet. 

#ImpeachmentDay 
#KidVicious🖕🏽🙄🖕🏽","Chicago, IL","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
86669,"RT @HuffmanForNC: This petition needs 10,000 signatures. We are halfway there.
Expel 7 NC Republicans who supported Sedition. They lied. Si…",Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
47502,Each and every member of the House who vote against impeaching Trump are casting a vote signaling they are okay wit… https://t.co/WtOcj7ZoGP,"Wichita, KS","Wichita, Sedgwick County, Kansas, United States",37.6922361,-97.3375448
3359,"RT @lgrayhurst01: Turns out you can do it multiple times.

#ImpeachmentDay https://t.co/HUCKUCwgDX","Texas, USA","Texas, United States",31.8160381,-99.5120986
44382,RT @OxfordDiplomat: Riddle me this: If Republicans are against impeachment because they want “due process and more time for enquiry”. But t…,Home,"Homé, Guéra قيرا, Tchad تشاد",10.3027,18.6005
66819,"RT @TalbertSwan: “A vote to impeach would divide this nation”

- @GOPLeader 

Newsflash: THE NATION IS ALREADY DIVIDED!

Bigots always want…","Paris, France","Paris, Île-de-France, France métropolitaine, France",48.8566969,2.3514616
128254,"RT @tomiahonen: A rapist, a racist, and a terrorist walk into a bar. The bartender asks, ""What are you having Mr Trump?""

#ImpeachmentDay",USA,United States,39.7837304,-100.4458825
2359,To those 10 republicans who put country over party and who are taking a risk of not being elected in the future. I… https://t.co/nW6k29Tbjp,"Washington, D.C.","D,C, Buccaneer Ridge Drive, Dogwood Acres, Johnson City, Washington County, Tennessee, 37684, United States",36.29885175,-82.35919331410948
9388,"RT @VoteBluePA: Trump has been impeached twice. 

Next Step:  Convict that Traitor

 #ImpeachmentDay https://t.co/4vjvuNl4tF","Laois, Ireland","Laois, Éire / Ireland",52.998490450000006,-7.377700166944578
48166,RT @ChuckModi1: View of heavily armed police and national guard outside Capitol on #ImpeachmentDay. Add 100 more cops and it will resemble…,"Virginia, USA","Virginia, United States",37.1232245,-78.4927721
23078,"These republicans sound like domestic abusers ... it’s not my fault i hit you, it’s your fault you made me hit you… https://t.co/LE4WmO4Jy1","San Francisco, CA, USA","San Francisco, San Francisco City and County, California, United States",37.7790262,-122.4199061
115734,RT @BleedingMarine: It’s not up to Democrats to reach out to Republicans. It’s up to Republicans to stop lying to their supporters &amp; clean…,"Pennsylvania, USA","Pennsylvania, United States",40.9699889,-77.7278831
111774,RT @CarrieSmitty: Dear Republicans who are calling for “healing and unity.”Too late.  FK OFF!!!  #ImpeachmentDay https://t.co/55s2mY7VPd,texas,"Texas, United States",31.8160381,-99.5120986
108287,"RT @grantstern: These Republican Attorneys General need to be held accountable for participating in Trump’s insurrection.

Follow the money…",Cali! ,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
19622,"RT @thehill: Rep. Steve Scalise: ""I've seen the dark evil of political violence firsthand. And it needs to stop. But all of us need to be u…", Michigan,"Michigan, United States",43.6211955,-84.6824346
19755,Happy #ImpeachmentDay! Impeached twice!,⚓️ 🏳️‍🌈,"🕷️, Concepcion Street, Dalig, Rizal, Calabarzon, 1914, Philippines",14.4821282,121.228105
63536,I thought we fought a whole ass war to punch a nazi in the face and the GOP are now like in favor to give a hug and… https://t.co/lfublondWJ,Earth C-137,"Earth, Rosanno Ville, Tandang Sora, 6th District, Quezon City, Metro Manila, 1116, Philippines",14.6761486,121.0348183
67249,My Texas Representatives continue to disappoint me. #ImpeachmentDay,"Houston, TX","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
52944,RT @jusenee: During this #ImpeachmentDay the amount of times I’ve heard Black Lives Matter come out of these peoples mouth is insane. Hold…,"New York, USA","New York, United States",40.7127281,-74.0060152
124915,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…",North Myrtle Beach,"North Myrtle Beach, Horry County, South Carolina, United States",33.8278405,-78.6800323
92292,Gym Jordan again ... #ImpeachmentDay https://t.co/CCvV9ASb5i,"Maryland, USA","Maryland, United States",39.5162234,-76.9382069
48535,"RT @thehill: Rep. Maxine Waters: ""[Trump] is capable of starting a civil war."" #impeachmentday https://t.co/MCZ4DkcrUl",United States,United States,39.7837304,-100.4458825
101110,RT @LarrySabato: Donald Trump richly deserves his distinction as the only President ever impeached twice. It’s a message to future generati…,"Natchez, Mississippi","Natchez, Adams County, Mississippi, United States",31.5604442,-91.403171
48945,Politicians from Indiana truly suck ass #ImpeachmentDay,"San Diego, CA","San Diego, San Diego County, California, United States",32.7174202,-117.1627728
42114,"It's time to arrest Jim Jordan for Treason.
#ImpeachmentDay","New England, USA","New England, United States",44.206320250000005,-70.75285615991497
100035,One has to wonder if Mike Pence has already written the letter he plans to leave for Joe Biden as the outgoing pres… https://t.co/l2lZ276CQY,"New York, NY","New York, United States",40.7127281,-74.0060152
38653,"RT @TheSusuBunny: These Republicans are making clowns of themselves for a man that doesn't give a shit about them.
#ImpeachmentDay",#SEA,"Seattle-Tacoma International Airport, South 176th Street, McVan, SeaTac, King County, Washington, 98158, United States",47.4475673,-122.3080158569515
50495,"RT @kirkacevedo: Matt Gaetz is the worst seditious big headed bitch of a human on this entire planet. 

#ImpeachmentDay 
#KidVicious🖕🏽🙄🖕🏽",The Netherlands,Nederland,52.5001698,5.7480821
39968,"Hey GOP, fuck you. I’m so disgusted listening to these Republicans speak today. They are such vile and disgusting p… https://t.co/3VITf2I0sX","Texas, USA","Texas, United States",31.8160381,-99.5120986
66339,"Florida, you are one FUCKED UP STATE!! #impeachment #ImpeachandRemove #ImpeachmentDay #Traitors… https://t.co/TNI5Ip6FTA","Oregon, USA","Oregon, United States",43.9792797,-120.737257
93995,"RT @SteveRustad1: Ted Cruz incited violent insurrection.

Expel that traitor from the Senate.

Indict him.

Convict him

Send him to prison…",Blue in a Red State,"Flowtrail Siegen, Siegen, Kreis Siegen-Wittgenstein, Nordrhein-Westfalen, 57072, Deutschland",50.8826912,8.0026158
117415,NY Times posting real news for the first time. Trump called to March on the capital peacefully and how the Capitol… https://t.co/61bHAW906C,matrix,"Matrix, 18, Warschauer Platz, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland",52.5046782,13.4490212
84371,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay",United States,United States,39.7837304,-100.4458825
88251,"the fairy tales of the republicans, pretty cute. bye #ImpeachmentDay",GER - NYC ,"New York, United States",40.7127281,-74.0060152
115703,"RT @JGaffneyUSN: Clearly, what we are watching from the GOP today is what we learned at Harvard Law School as the ""Earth is Flat"" argument.…","Louisiana, USA","Louisiana, United States",30.8703881,-92.007126
28759,"RT @Pappiness: Steve Scalise, quoting Abraham Lincoln to defend a group of people who waved the Confederate Flag in the Capitol.

#Impeachm…",South Florida,"South Florida, Columbus, Cherokee County, Kansas, 66725, United States",37.1677128,-94.8464256
15175,"#ImpeachmentDay

One thing that may help finish #tRump reign of tyranny hate and theft. lawyer picks in coming tria… https://t.co/nkfY28ANm4",Sylvania Oh. 43623 1011,"Sylvania, Lucas County, Ohio, 43560, United States",41.7189392,-83.7129935
65019,"Many of the House GOP are complicit and anti-American. 

Full stop. 

#ImpeachmentDay",United States,United States,39.7837304,-100.4458825
115272,"RT @grantstern: Hot take:

Mitch McConnell lured Trump into a false sense of security by announcing an impeachment trial after his term end…",Ohio,"Ohio, United States",40.2253569,-82.6881395
116589,"RT @Alex_Verbeek: 👓 

Some day, in a far future, you will tell your kids, or your grandchildren, about what happened in January 2021. 

#al…","Westfield, NJ","Westfield, Union County, New Jersey, 07090, United States",40.6589912,-74.3473717
43868,Trump flags answer that stupid question. #ImpeachmentDay,"Quakertown, PA","Quakertown, Bucks County, Pennsylvania, United States",40.4417682,-75.3415667
2262,"RT @Neelprajapati09: #ImpeachmentDay #AmericaOrTrump #USCapitol 

1- he did not concede
2-he did not deploy NG
3-he's pretending so he can…",Texas,"Texas, United States",31.8160381,-99.5120986
125228,RT @jeremynewberger: I propose we adopt the custom of throwing an orange out your front door to commemorate the new federal holiday #Impeac…,"Pennsylvania, USA","Pennsylvania, United States",40.9699889,-77.7278831
22070,"RT @AmandiOnAir: After a bipartisan majority vote, Donald Trump is now officially the first President of the United States to have been imp…","Virginia, USA","Virginia, United States",37.1232245,-78.4927721
129161,"RT @DrDenaGrayson: 🇺🇸Good morning, patriots! Today is the day that Donald Trump will go down in history as the only @POTUS to be impeached…","New York, USA","New York, United States",40.7127281,-74.0060152
81242,"RT @JohnFugelsang: Jim Jordan just molested the truth, while the GOP looked the other way.

#ImpeachmentDay","Bothell, WA","Bothell, King County, Washington, United States",47.7598697,-122.2068288
112349,"RT @KoenigAdam: Don’t ask victims to unite with their abusers. 

Don’t ask minoritized communities to unite with white supremacists.
#Impea…","California, USA","California, United States",36.7014631,-118.755997
50239,We've had an unstable president for four years.  #ImpeachmentDay,"Utah, USA","Utah, United States",39.4225192,-111.714358
15558,Congratulations you are the first #Moron holding the title of #WhiteSupremacist and Chief to be #Impeached twice!… https://t.co/b6beM6kzYx,los angeles,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
102619,Anyone shocked #ImpeachmentDay procedural votes are going down party lines? Cause I'm not.,"Anderson, SC","Anderson, Anderson County, South Carolina, United States",34.5068601,-82.6506264
121950,"RT @grantstern: These Republican Attorneys General need to be held accountable for participating in Trump’s insurrection.

Follow the money…",Alcatraz ,"Alcatraz Island, San Francisco, San Francisco City and County, California, United States",37.82672135,-122.42275899441964
34236,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"York, Pennsylvania","York, York County, Pennsylvania, United States",39.962398,-76.727392
68714,"RT @kirkacevedo: Matt Gaetz is the worst seditious big headed bitch of a human on this entire planet. 

#ImpeachmentDay 
#KidVicious🖕🏽🙄🖕🏽",New York,"New York, United States",40.7127281,-74.0060152
81470,"This was a coordinated conspiracy, whose actions included disabling panic buttons in offices. That's not a protest.… https://t.co/Uh1E3MfA4P","Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.3300624
4395,RT @LarrySabato: IMPEACHED AGAIN! Final vote is 232 YEA-197 NO. A mere 10 Republicans voted yea. Bipartisan but not impressively so. Blows…,"Richmond, VA","V, Canadian Service Road, Sea Island, Richmond, Metro Vancouver Regional District, British Columbia, V7B 1Y7, Canada",49.1977086,-123.1912406
114280,"RT @thehill: Rep. Steny Hoyer slams Rep. Jim Jordan: ""He denies the facts -- Trumplike. 'Fake news.'"" #ImpeachmentDay https://t.co/ICKG2lOG…","Amsterdam, Nederland","Amsterdam, Noord-Holland, Nederland",52.3727598,4.8936041
33366,"#ImpeachmentDay
Is every member going to stand up and preach? Anyone keeping track? Are we close to 435?
I lost a couple hours working...",Golden State,"Golden State, ဓမ္မစိန္ဒာလမ်း, တာမွေ, Southern District, ရန်ကုန်တိုင်းဒေသကြီး, 11211, မြန်မာ",16.8033368,96.1786601
57405,"Um. @RepGregSteube, you're a mockery period. Congrats, you'll be remembered for supporting the overthrow of democra… https://t.co/0le86yMwkV","London, ON","London, Southwestern Ontario, Ontario, N6A 1G4, Canada",42.9836747,-81.2496068
51581,So many of these people don't know how to use a mask. It's so simple! How did they get hired into such lofty positi… https://t.co/unz7kTUjSN,Upstate NY,"Upstate, 344, East 6th Street, East Village, Manhattan Community Board 3, Manhattan, New York County, New York, 10009, United States",40.7263224,-73.9864498
31709,"RT @thescarletitch: Me, watching the GOP try to defend Trump: #ImpeachmentDay #ImpeachTrump https://t.co/WGjBqJGYef",US,United States,39.7837304,-100.4458825
2019,"RT @RefuseFascism: Trump said he could stand on 5th Ave and shoot someone and not lose any voters. 
He one-upped himself. 
He bludgeoned a…","Santa Monica, CA","Santa Monica, Los Angeles County, California, United States",34.0194704,-118.4912273
29037,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,"California, USA","California, United States",36.7014631,-118.755997
66672,@AnthonyBrownMD4 Thank you for your service! DJT must be removed! #ImpeachmentDay,Rhode Island,"Rhode Island, United States",41.7962409,-71.5992372
68637,"RT @kirkacevedo: Matt Gaetz is the worst seditious big headed bitch of a human on this entire planet. 

#ImpeachmentDay 
#KidVicious🖕🏽🙄🖕🏽",Venus,"Venus, Johnson County, Texas, 76084, United States",32.4334742,-97.1025077
21471,"Everyone watching the #impeachment proceedings right now, wishing @HillaryClinton was there to suspend the procedur… https://t.co/BIuK7ljsZ1","London, England","London, Greater London, England, United Kingdom",51.5073219,-0.1276474
93442,RT @BlackCatUnloads: Those who continue to enable this President and give his conspiracy theories oxygen need to be held accountable and lo…,"Detroit, Michigan","Detroit, Wayne County, Michigan, United States",42.3315509,-83.0466403
20660,"@senatemajldr @SenSchumer @CaptMarkKelly 

I want the Senate to be called back to session immediately !

#ImpeachmentDay",United States,United States,39.7837304,-100.4458825
65678,"RT @David_Leavitt: Retweet if Matt Gaetz is the fucking worst

#ImpeachmentDay https://t.co/Q4Qbum5Xos","Chicago, IL","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
115605,I hope that the ratings are so high on Donald Trump's 2nd impeachment that he finally gets that Emmy he's always wa… https://t.co/PT3a40nuRm,"Lansing, MI","Lansing, Ingham County, Michigan, United States",42.7337712,-84.5553805
18793,"RT @nosoupforgeorge: To be clear:

Republicans are setting the standard that Joe Biden would have to do WORSE than inciting an insurrection…","Tampa, FL","Tampa, Hillsborough County, Florida, United States",27.9477595,-82.458444
107498,RT @BlackCatUnloads: Those who continue to enable this President and give his conspiracy theories oxygen need to be held accountable and lo…,Northern California,"California, Nane Sokak, Gazimağusa, Αμμόχωστος - Mağusa, Kuzey Kıbrıs, 99450, Κύπρος - Kıbrıs",35.1345127,33.9225856
43693,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,United States,United States,39.7837304,-100.4458825
119898,"#ImpeachTrump #ImpeachmentDay
Someone had also better bring up the words of the oath of Office Trump swore to AND t… https://t.co/rwlcDKgluH","Quincy, Massachusetts","Quincy, Norfolk County, Massachusetts, United States",42.2528772,-71.0022705
37452,"RT @TalbertSwan: “A vote to impeach would divide this nation”

- @GOPLeader 

Newsflash: THE NATION IS ALREADY DIVIDED!

Bigots always want…",United States,United States,39.7837304,-100.4458825
117163,"RT @love2golf: @ProjectLincoln #ImpeachmentDay 

It's never too late to do the right thing","Mooresville, NC","Mooresville, Iredell County, North Carolina, United States",35.5848596,-80.8100724
109073,RT @AshleyWeis4: 🚨Curious what Congress person this is.  Someone help identify.   This is another video showing the rush in the #Capitol wa…,Idaho,"Idaho, United States",43.6447642,-114.015407
113703,"RT @thehill: Rep. Jim McGovern: ""We are debating this historic measure at an actual crime scene and we wouldn't be here if it weren't for t…",Maastricht,"Maastricht, Eijsden-Margraten, Limburg, Nederland",50.85798545,5.6969881818221095
50170,RT @insecure_al: Maxine Waters said all that needs to be said. PERIOD 👀 #ImpeachmentDay https://t.co/IrttSoxJxR,"Connecticut, USA","Connecticut, United States",41.6500201,-72.7342163
44651,I don’t know who needs to hear this but Hollywood and NYC are as much a part of America as Tulsa. I’m so over this… https://t.co/f6qVjwuBlu,"Cleveland, OH","Cleveland, Cuyahoga County, Ohio, United States",41.5051613,-81.6934446
85680,Just so you know another reason Rs on the hill didn’t wear mask last week so that the insurrectionist would know th… https://t.co/sE3njZwdMO,"Baltimore, MD","Baltimore, Maryland, United States",39.2908816,-76.610759
34020,RT @TalbertSwan: For as long as I can remember white ‘conservatives’ have preached to Black people about taking responsibility and being ac…,"Los Osos, CA","Los Osos, San Luis Obispo County, California, 93402, United States",35.3107214,-120.8323487
20636,First @EspensenSpirit Negroni of the year to help get through #ImpeachmentDay proceedings. Gonna need it either way. https://t.co/6rSH8YWrbS,European union,"Европейски съюз, бул. Черни връх, район Лозенец, София, Столична, София-град, 1421, Бългaрия",42.6788082,23.3216264
30917,RT @OxfordDiplomat: Riddle me this: If Republicans are against impeachment because they want “due process and more time for enquiry”. But t…,"Dallas, TX","Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
73003,"RT @TalbertSwan: “A vote to impeach would divide this nation”

- @GOPLeader 

Newsflash: THE NATION IS ALREADY DIVIDED!

Bigots always want…","Denver, CO","Denver, Calle 16, Yopal, Casanare, Orinoquia, 850001, Colombia",5.3428475,-72.3959849
132764,"RT @KylaInTheBurgh: Today, Donald Trump will again make history for being a complete piece of shit. He will be the first President in Ameri…","Montréal, Québec","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",45.4972159,-73.6103642
130251,"RT @Strandjunker: 0 Friends
0 Dogs
1 Terrorist Mob Attack
2 Impeachments
3 Wives
6 Bankruptcies
6 Deferments
68 Assaults on Women
358 Golf…","New York, USA","New York, United States",40.7127281,-74.0060152
69095,"👏👏👏👏👏👏
GOP Rep Newhouse votes YES!!!  #CountryOverParty #CountryOverTrump #ImpeachmentDay","Binghamton, NY","Binghamton, Broome County, New York, United States",42.096968,-75.914341
53030,"RT @mdren3: WTF is this? She's in front of the house of reps, on TV, streaming live ... honey, we hear you, you ain't censored  #Impeachmen…",lost in a melody,"1, Melody Lane, Jefferson County, West Virginia, 25425, United States",39.387916,-77.740075
